ID,ref,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,beans,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,second_taste,third_taste,fourth_taste
2142,1724,Vivra,U.S.A,2016,Dominican republic,Dominican Republic,70,3,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,simple,cocoa,
2143,1720,Vivra,U.S.A,2016,Peru,Peru,70,2.5,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,pungent,metallic,,
2144,1720,Vivra,U.S.A,2016,Venezuela,Ocumare,70,2.5,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,off notes,,
2147,1756,Wellington Chocolate Factory,New zealand,2016,Dominican republic,Conacado,70,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,dry,rich,roasty,
2148,1756,Wellington Chocolate Factory,New zealand,2016,Peru,"Piura Blanco, Norandino",70,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,grapes,pungent,,
2162,1848,Willie's Cacao,U.k.,2016,Colombia,Los Llanos,70,4,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rich cocoa,spicy,cinamon,
2163,1916,Wm,U.S.A,2016,Ghana,"Ghana, 2013, batch 129",75,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,strong malt,choco pudding,,
2164,1912,Wm,U.S.A,2016,Bolivia,"Wild Beniano, 2016, batch 128, Heirloom",76,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,fig,short length,
2165,1912,Wm,U.S.A,2016,Venezuela,"Guasare, Zulia Prov., 2015, batch 124",74,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,rubber,,
2188,1820,Zart Pralinen,Austria,2016,Madagascar,"Millot P., Ambanja",70,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,mellow choco,dairy,
2189,1824,Zart Pralinen,Austria,2016,Tanzania,"Kakao Kamili, Kilombero Valley",70,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smoke,tart,burnt cocoa,
2190,1880,Zart Pralinen,Austria,2016,Trinidad,"San Juan Estate, Gran Couva",78,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,tobacco,over roasted,,
2191,1824,Zart Pralinen,Austria,2016,Tanzania,"Kakao Kamili, Kilombero Valley",85,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,melon,mild tart,bitter,fatty
2192,1824,Zart Pralinen,Austria,2016,Ecuador,UNOCACE,70,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,off notes of rubber,,
2193,1824,Zart Pralinen,Austria,2016,Trinidad,San Juan Estate,85,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,strong bitter,spice,
2197,1716,Zokoko,Australia,2016,Solomon islands,Guadalcanal,78,3.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smokey,dried fruit,balanced,
2198,1780,Zokoko,Australia,2016,Blend,Goddess Blend,65,3.25,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,oily,sweet,choco,nutty
51,1992,Alain Ducasse,France,2017,Mexico,"Porcelana, Mexique",75,3.5,6,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_salt,have_sugar,have_not_sweetener_without_sugar,strawberry,cream,gateway,
52,1944,Alexandre,Netherlands,2017,Ecuador,"Winak Coop, Napo",70,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,green,floral,
53,1944,Alexandre,Netherlands,2017,Nicaragua,"La Dalia, Matagalpa",70,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,sweet,nibby,
54,1944,Alexandre,Netherlands,2017,Tanzania,"Makwale Village, Kyela",70,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,melon,banana,
55,1944,Alexandre,Netherlands,2017,Vietnam,Tien Giang,70,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,sweet,roasty,
134,2024,Arete,U.S.A,2017,Bolivia,Beniano,70,4,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,bright fruit,,
135,2028,Arete,U.S.A,2017,Haiti,Pisa,70,4,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,long lasting,cocoa,,
136,2020,Arete,U.S.A,2017,India,Anamalai,70,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,slight roasty,basic cocoa,,
137,2020,Arete,U.S.A,2017,Madagascar,Sambirano Valley,70,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sour fruit,,,
138,2020,Arete,U.S.A,2017,Vietnam,Ben Tre,73,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rich cocoa,mild roasty,,
139,2028,Arete,U.S.A,2017,Peru,Ucayali,70,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dried fruit,fig,anise,
191,1980,Bar Au Chocolat,U.S.A,2017,Costa rica,"Turrialba, Cartago P.",72,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,slightly dry,cocoa,berry,
192,1980,Bar Au Chocolat,U.S.A,2017,Trinidad,Montserrat Hills,80,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,tangy,alcohol,
198,1948,Beau Cacao,U.k.,2017,Malaysia,"Serian E., NW Borneo, b. #134/3800",72,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smokey,woody,tobacco,
199,1948,Beau Cacao,U.k.,2017,Malaysia,"Asajaya E, NW Borneo, b. #132/4500",73,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,caramel,spice,earthy,
270,1996,Boho,U.S.A,2017,Belize,Maya Mtn,70,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,pungent off flavor,,,
315,1984,Brasstown aka It's Chocolate,U.S.A,2017,Ecuador,Manabi,75,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,floral,honey,
316,1980,Brasstown aka It's Chocolate,U.S.A,2017,Dominican republic,Elvesia P.,70,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,earthy,cherries,,
444,1956,Castronovo,U.S.A,2017,Venezuela,"Patanemo, batch 539",70,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,roasty,caramel,
452,2028,Chapon,France,2017,Bolivia,"Beni, Cru Sauvage",74,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dark roast,rich cocoa,,
550,1984,Coppeneur,Germany,2017,Ghana,Ghana,75,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,oily,rich cocoa,nutty,
565,1928,Dalloway,U.S.A,2017,Dominican republic,"Dominican Republic, batch 7",72,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,hammy,sour,astringent,
584,2024,Dandelion,U.S.A,2017,Costa rica,"Hacienda Azul, 2016 Harvest",70,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cocoa,sour,toffee,earthy
645,2016,Dick Taylor,U.S.A,2017,Solomon islands,"Solomon Is.,batch 17158, N.Vela",72,4,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,well defined,creamy,cherry,
646,1952,Dick Taylor,U.S.A,2017,Guatemala,Lanquin Estate,70,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,blackberry,raisns,,
647,1972,Dick Taylor,U.S.A,2017,Brazil,"Fazenda Camboa, Bahia, batch 17009",75,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,roasty nibs,grapes,
707,1964,Duffy's,U.k.,2017,Nigeria,Eti-Oni,70,2.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,candy like off flavor,,,
839,1940,French Broad,U.S.A,2017,Peru,"Norandino, batch 161208",70,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,slight dry,citrus,grapefruit,
867,2024,Fresco,U.S.A,2017,Guatemala,"Polochic Valley, MR, LC, batch 17-189",70,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,long lasting,fruit,spicy,
868,2024,Fresco,U.S.A,2017,Guatemala,"Polochic Valley, LR, LC, batch 17-203",70,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rich cocoa,mild,fatty,
869,2028,Fresco,U.S.A,2017,Guatemala,"Polochic Valley, DR, LC, batch 17-201",70,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rich cocoa,nuts,,
872,2000,Fresh Coast,U.S.A,2017,Tanzania,"Kokoa Kamili, Kilombero District",70,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,simple,strong choco,
873,2000,Fresh Coast,U.S.A,2017,Brazil,"Fazenda Camboa, Bahia",70,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,fragrant,,
878,1956,Friis Holm,Denmark,2017,Nicaragua,Barba,70,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,black pepper,nut,
923,2012,Georgia Ramon,Germany,2017,St. lucia,"Rabot Estate, Island Growers",77,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,chewy,woody,rustic,
924,2012,Georgia Ramon,Germany,2017,Venezuela,"Porcelana, La Orquidea, Santa Barbara, Zulia",75,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,creamy,roasty,
935,2032,Goodnow Farms,U.S.A,2017,Peru,"Ucayali, batch 1041",70,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,fig,,
1082,2008,Indi,U.S.A,2017,Vietnam,Lam Dong,72,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,molasses,roasty,,
1094,2008,Johnny Iuzzini,U.S.A,2017,Ecuador,"Costa Esmeralda, Batch 30",78,3.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,full bodied,floral,,
1095,1972,Johnny Iuzzini,U.S.A,2017,Venezuela,"Ocumare, Cuyagua",72,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dairy,nutty,butterscotch,
1096,1976,Johnny Iuzzini,U.S.A,2017,Vietnam,"Tien Giang, Mekong Delta",65,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,fruity,vanilla,
1097,1980,Johnny Iuzzini,U.S.A,2017,Ecuador,Camino Verde P.,70,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,bourbon,salt,
1098,2008,Johnny Iuzzini,U.S.A,2017,Madagascar,"Sambirano Valley, Batch 7",68,3.5,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,vanilla,gateway,,
1099,1976,Johnny Iuzzini,U.S.A,2017,Jamaica,Mount Pleasant,67,3,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,candy like,sweet,dairy,
1100,1976,Johnny Iuzzini,U.S.A,2017,Peru,"San Martin, Oro Verde",75,3,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,tobacco,candied,
1134,2016,Krak,Netherlands,2017,Mexico,Xoconusco,70,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,medium roast,nutty,,
1135,1968,Krak,Netherlands,2017,Belize,Belize,70,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,sour,berries,
1136,1968,Krak,Netherlands,2017,Vietnam,Vietnam,70,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,molasses,sour,
1204,1972,Landmark (Amano),U.S.A,2017,Bolivia,"Tranquilidad, Itinez Province",74,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,well balanced,melon,,
1215,1984,Letterpress,U.S.A,2017,Peru,Ucayali,70,4,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,mild,licorice,coffee,cocoa
1216,1952,Letterpress,U.S.A,2017,Honduras,"La Masica, Batch 7, FHIA",70,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,strong raspberry,mocha,,
1217,1952,Letterpress,U.S.A,2017,Belize,"Maya Mtn, Batch 18, Heirloom",70,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smokey,mild berry,,
1242,1976,Luisa Abram,Brazil,2017,Brazil,"Rio Purus, 2016 Harvest",81,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,oily,burnt,earthy,
1264,1940,Madre,U.S.A,2017,Solomon islands,Guadalcanal,73,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,mild earthy,mild cocoa,nut,
1289,2032,Manoa,U.S.A,2017,Peru,Ucayali,70,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,fatty,fig,
1308,1956,Map Chocolate,U.S.A,2017,Vietnam,"Lam Dong, ""Red Poppy""",73,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,earthy,tobacco,ashey,
1399,2020,Michel Cluizel,France,2017,Colombia,El Jardin,69,3.25,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,earthy,fatty,
1429,1960,Mirzam,U.a.e.,2017,Vietnam,Vietnam,65,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,slight grainy,roasty,spicy,
1430,1960,Mirzam,U.a.e.,2017,Madagascar,Madagascar,72,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,tangy,roasty,ham,
1431,1960,Mirzam,U.a.e.,2017,Papua new guinea,Papua New Guinea,72,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,few grits,intense smoke,,
1580,1992,Palette de Bine,Canada,2017,Haiti,Pisa,70,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,bold,nutty,fig
1581,1992,Palette de Bine,Canada,2017,Peru,Maranon,72,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,grape,pungent,off sour,
1582,2000,Palette de Bine,Canada,2017,Dominican republic,Dominican Republic,75,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,burnt rubber,off,
1688,1956,Pump Street Bakery,U.k.,2017,Jamaica,"Bachelor's Hall, batch 6911",75,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,mild,hay,honey
1691,1988,Pura Delizia,Italy,2017,Dominican republic,Dominican,65,3.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,peanut,soy,sunflower,
1692,1984,Pura Delizia,Italy,2017,Vietnam,Vietnam,75,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,fig,roasty,citrus
1693,1988,Pura Delizia,Italy,2017,Philippines,Philippines,66,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spice,sunflower,,
1694,1988,Pura Delizia,Italy,2017,Ecuador,Ecuador,73,3.25,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,few grits,strong floral,,
1695,1988,Pura Delizia,Italy,2017,Papua new guinea,Papua New Guinea,75,3.25,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense smoke,,,
1711,2032,Raaka,U.S.A,2017,Haiti,"Pisa, roasted",70,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,basic cocoa,,,
1712,2032,Raaka,U.S.A,2017,Haiti,"Pisa, unroasted",70,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,green,,,
1737,2008,Ritual,U.S.A,2017,Mexico,Xoconusco,75,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smooth,coffee,rich cocoa,
1771,2004,Rozsavolgyi,Hungary,2017,Venezuela,Chuao,73,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nuts,chocolate,mellow,
1772,1964,Ruket,Italy,2017,Honduras,"Red Mayan, Xoco",72,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,off note,vegetal,nibby,
1781,2004,San Jose,Ecuador,2017,Ecuador,"H. San Jose, Los Rios, L300817",70,3.25,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,few grits,basic,gateway,
1842,1996,Sirene,Canada,2017,Peru,Tingo Maria,73,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,caramel,anise,dried fruit,
1860,1940,"Smooth Chocolator, The",Australia,2017,Dominican republic,"Oko Caribe, DOR005",70,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cherry,rich choco,,
1861,1952,"Smooth Chocolator, The",Australia,2017,Haiti,"Pisa, batch HA102",70,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,complex,earthy,melon,
1866,1968,Soklet,India,2017,India,India,70,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,grassy,hammy,,
1880,1992,Solstice,U.S.A,2017,Tanzania,Kilombero,70,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,strong molasses,,
1929,2016,Soma,Canada,2017,Colombia,Arauca,70,4,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,honey,marshmallow,
1930,2016,Soma,Canada,2017,Fiji,Fiji,70,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,roasty,woody,
1936,1936,Soul,Canada,2017,Madagascar,Madagascar,70,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,tart,sour,basic,
1937,1936,Soul,Canada,2017,Venezuela,Venezuela,75,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,earthy,roasty,
1938,1940,Soul,Canada,2017,Tanzania,Tanzania,80,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,mild fruit,brownie,
1939,1932,Soul,Canada,2017,Dominican republic,Dominican Republic,70,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,few grits,sweet,cocoa,
1940,1936,Soul,Canada,2017,Ecuador,Ecuador,75,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,floral,earthy,
1941,1936,Soul,Canada,2017,Papua new guinea,Papua New Guinea,77,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,smokey,fruit,sour
1949,1932,Spencer,U.S.A,2017,Dominican republic,Dominican Republic,70,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,robust,grapes,malt
1950,1932,Spencer,U.S.A,2017,Ecuador,Ecuador,70,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,astringent,,
1951,1932,Spencer,U.S.A,2017,Peru,Peru,70,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,earthy,burnt rubber,
1964,2012,Stone Grindz,U.S.A,2017,Bolivia,"Wild Bolivia, batch 260",70,2.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,rubber,off notes,
2086,1996,twenty-four blackbirds,U.S.A,2017,Tanzania,Kokoa Kamili,75,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,floral,woody,
2088,2004,Uncouth,Canada,2017,Guatemala,Guatemala,75,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,coarse,sour,
2089,2004,Uncouth,Canada,2017,Tanzania,Tanzania,75,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,coarse,sweet,earthy
2090,2000,Uncouth,Canada,2017,Dominican republic,Dominican Republic,75,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,coarse,hay,off
2096,1968,Utopick,Spain,2017,Colombia,"Sierra Nevada, Tutu Iku",70,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spice,melon,nutty,
2120,1972,Valrhona,France,2017,Blend,"Oriado, Peru, Dom. Rep",60,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,rich,sweet,
2149,2012,Wellington Chocolate Factory,New zealand,2017,Samoa,Samoa,77,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,earthy,roasty,,
2180,1948,Xocolla,U.S.A,2017,Madagascar,"Sambirano, batch 170102",70,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sour milk,molasses,sweet,
